Predictor variable,Categorical,Sample average
CHELSA_bio13_1981-2010_V.2.1,false,171.53129129129078
CHELSA_bio14_1981-2010_V.2.1,false,23.02441441441442
CHELSA_bio15_1981-2010_V.2.1,false,62.952402402402335
CHELSA_bio18_1981-2010_V.2.1,false,298.72804804804815
CHELSA_bio19_1981-2010_V.2.1,false,160.94171171171166
CHELSA_bio2_1981-2010_V.2.1,false,10.377687687687692
CHELSA_bio3_1981-2010_V.2.1,false,0.6733852855078089
CHELSA_bio5_1981-2010_V.2.1,false,26.765555555555597
CHELSA_cmi_min_1981-2010_V.2.1,false,-102.50882882882891
CHELSA_gsl_1981-2010_V.2.1,false,254.04774774774774
CHELSA_hurs_mean_1981-2010_V.2.1,false,58.03701201201199
CHELSA_hurs_range_1981-2010_V.2.1,false,10.75748948948953
CHELSA_ngd5_1981-2010_V.2.1,false,364.55825825825826
CHELSA_scd_1981-2010_V.2.1,false,0.0
wc2.1_30s_elev,false,1375.7228228228228
