Predictor variable,Categorical,Sample average
CHELSA_bio13_1981-2010_V.2.1,false,162.20969379191496
CHELSA_bio14_1981-2010_V.2.1,false,4.465816335448502
CHELSA_bio15_1981-2010_V.2.1,false,99.17295938608598
CHELSA_bio18_1981-2010_V.2.1,false,246.50459122171208
CHELSA_bio19_1981-2010_V.2.1,false,24.10510207074029
CHELSA_bio2_1981-2010_V.2.1,false,12.268367314825253
CHELSA_bio3_1981-2010_V.2.1,false,0.5392806110333423
CHELSA_bio5_1981-2010_V.2.1,false,30.586734616026586
CHELSA_cmi_min_1981-2010_V.2.1,false,-145.3693875098715
CHELSA_gsl_1981-2010_V.2.1,false,166.2091836734694
CHELSA_hurs_max_1981-2010_V.2.1,false,60.92612243185238
CHELSA_hurs_min_1981-2010_V.2.1,false,43.388367166324535
CHELSA_ngd5_1981-2010_V.2.1,false,364.31632653061223
CHELSA_scd_1981-2010_V.2.1,false,0.0
wc2.1_30s_elev,false,1163.1632653061224
