Predictor variable,Categorical,Sample average
CHELSA_bio13_1981-2010_V.2.1,false,65.19765801842932
CHELSA_bio14_1981-2010_V.2.1,false,8.948829048097274
CHELSA_bio15_1981-2010_V.2.1,false,75.14402821806611
CHELSA_bio18_1981-2010_V.2.1,false,156.3473067942492
CHELSA_bio19_1981-2010_V.2.1,false,36.54742389428811
CHELSA_bio2_1981-2010_V.2.1,false,11.136416856243125
CHELSA_bio3_1981-2010_V.2.1,false,0.24865339511451454
CHELSA_bio5_1981-2010_V.2.1,false,25.228688568923737
CHELSA_bio8_1981-2010_V.2.1,false,17.28735360656745
CHELSA_bio9_1981-2010_V.2.1,false,-10.33266980460991
CHELSA_gsl_1981-2010_V.2.1,false,102.50117096018735
CHELSA_hurs_mean_1981-2010_V.2.1,false,55.20596011963605
CHELSA_hurs_range_1981-2010_V.2.1,false,15.593126469250306
