Predictor variable,Categorical,Sample average
CHELSA_bio13_1981-2010_V.2.1,false,94.18680327868857
CHELSA_bio14_1981-2010_V.2.1,false,15.867786885245907
CHELSA_bio19_1981-2010_V.2.1,false,108.02885245901645
CHELSA_bio2_1981-2010_V.2.1,false,11.535983606557387
CHELSA_bio3_1981-2010_V.2.1,false,0.5181065569940163
CHELSA_bio5_1981-2010_V.2.1,false,26.965983606557394
CHELSA_bio9_1981-2010_V.2.1,false,13.660245901639344
CHELSA_cmi_max_1981-2010_V.2.1,false,-12.565983606557374
CHELSA_cmi_min_1981-2010_V.2.1,false,-133.09155737704924
CHELSA_hurs_mean_1981-2010_V.2.1,false,55.29825409836065
CHELSA_hurs_range_1981-2010_V.2.1,false,7.796959016393448
CHELSA_ngd5_1981-2010_V.2.1,false,364.60655737704917
CHELSA_scd_1981-2010_V.2.1,false,0.031967213114754096
